dataset,width,height,aspect,min_side,mode
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,686,1.493,686,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,828,1.449,828,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,694,1.441,694,RGB
FGVC-Aircraft,1100,806,1.365,806,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,734,1.395,734,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,730,1.403,730,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,865,1.387,865,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1300,805,1.615,805,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,810,1.481,810,RGB
FGVC-Aircraft,1050,736,1.427,736,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1580,1065,1.484,1065,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,711,1.44,711,RGB
FGVC-Aircraft,1024,671,1.526,671,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,491,1.629,491,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,733,1.397,733,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,748,1.471,748,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,800,511,1.566,511,RGB
FGVC-Aircraft,1024,702,1.459,702,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1250,883,1.416,883,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,800,452,1.77,452,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,772,1.36,772,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,684,1.497,684,RGB
FGVC-Aircraft,1450,979,1.481,979,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,711,1.44,711,RGB
FGVC-Aircraft,1024,710,1.442,710,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,767,1.335,767,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,708,1.446,708,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,749,1.367,749,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1024,728,1.407,728,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1300,792,1.641,792,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,721,1.42,721,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1024,764,1.34,764,RGB
FGVC-Aircraft,1024,735,1.393,735,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,815,1.472,815,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,900,506,1.779,506,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1600,1178,1.358,1178,RGB
FGVC-Aircraft,1200,810,1.481,810,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,819,1.465,819,RGB
FGVC-Aircraft,1200,759,1.581,759,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1016,700,1.451,700,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,733,1.397,733,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,764,1.34,764,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1020,649,1.572,649,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1370,925,1.481,925,RGB
FGVC-Aircraft,1024,706,1.45,706,RGB
FGVC-Aircraft,1024,710,1.442,710,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,771,1.556,771,RGB
FGVC-Aircraft,800,532,1.504,532,RGB
FGVC-Aircraft,1024,720,1.422,720,RGB
FGVC-Aircraft,900,595,1.513,595,RGB
FGVC-Aircraft,1024,732,1.399,732,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,661,1.549,661,RGB
FGVC-Aircraft,1024,685,1.495,685,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1280,896,1.429,896,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1450,979,1.481,979,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1020,613,1.664,613,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,659,1.554,659,RGB
FGVC-Aircraft,1200,757,1.585,757,RGB
FGVC-Aircraft,1200,840,1.429,840,RGB
FGVC-Aircraft,800,497,1.61,497,RGB
FGVC-Aircraft,1300,903,1.44,903,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,691,1.482,691,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1100,772,1.425,772,RGB
FGVC-Aircraft,1210,819,1.477,819,RGB
FGVC-Aircraft,1560,1052,1.483,1052,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1024,685,1.495,685,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,712,1.475,712,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1010,673,1.501,673,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,702,1.459,702,RGB
FGVC-Aircraft,1200,894,1.342,894,RGB
FGVC-Aircraft,1050,777,1.351,777,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,698,1.467,698,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1050,756,1.389,756,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,790,1.519,790,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1100,787,1.398,787,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,713,1.436,713,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,821,1.462,821,RGB
FGVC-Aircraft,1600,977,1.638,977,RGB
FGVC-Aircraft,1400,872,1.606,872,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,995,655,1.519,655,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1575,1062,1.483,1062,RGB
FGVC-Aircraft,1100,777,1.416,777,RGB
FGVC-Aircraft,1000,736,1.359,736,RGB
FGVC-Aircraft,1024,780,1.313,780,RGB
FGVC-Aircraft,800,505,1.584,505,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,725,1.412,725,RGB
FGVC-Aircraft,1024,719,1.424,719,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,900,617,1.459,617,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,817,1.469,817,RGB
FGVC-Aircraft,1024,710,1.442,710,RGB
FGVC-Aircraft,1050,742,1.415,742,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,772,1.425,772,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1300,892,1.457,892,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,681,1.504,681,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,666,1.538,666,RGB
FGVC-Aircraft,1024,702,1.459,702,RGB
FGVC-Aircraft,1200,814,1.474,814,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,900,632,1.424,632,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1024,714,1.434,714,RGB
FGVC-Aircraft,1100,770,1.429,770,RGB
FGVC-Aircraft,1024,737,1.389,737,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1200,883,1.359,883,RGB
FGVC-Aircraft,988,731,1.352,731,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,698,1.467,698,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,757,1.585,757,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1100,773,1.423,773,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1220,825,1.479,825,RGB
FGVC-Aircraft,1024,700,1.463,700,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1100,781,1.408,781,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1002,693,1.446,693,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,725,1.412,725,RGB
FGVC-Aircraft,800,545,1.468,545,RGB
FGVC-Aircraft,1200,848,1.415,848,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1050,732,1.434,732,RGB
FGVC-Aircraft,1185,632,1.875,632,RGB
FGVC-Aircraft,1200,815,1.472,815,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,706,1.45,706,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,721,1.42,721,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1050,741,1.417,741,RGB
FGVC-Aircraft,1024,680,1.506,680,RGB
FGVC-Aircraft,1024,687,1.491,687,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,655,1.563,655,RGB
FGVC-Aircraft,1200,813,1.476,813,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,725,1.412,725,RGB
FGVC-Aircraft,1024,709,1.444,709,RGB
FGVC-Aircraft,800,478,1.674,478,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1600,1107,1.445,1107,RGB
FGVC-Aircraft,991,709,1.398,709,RGB
FGVC-Aircraft,1280,856,1.495,856,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,751,1.598,751,RGB
FGVC-Aircraft,1024,693,1.478,693,RGB
FGVC-Aircraft,1200,786,1.527,786,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,692,1.48,692,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,684,1.497,684,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1600,929,1.722,929,RGB
FGVC-Aircraft,1050,754,1.393,754,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1340,905,1.481,905,RGB
FGVC-Aircraft,800,476,1.681,476,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,725,1.412,725,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,763,1.342,763,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,778,1.542,778,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,816,1.471,816,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1002,680,1.474,680,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,708,1.446,708,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,751,1.364,751,RGB
FGVC-Aircraft,1024,713,1.436,713,RGB
FGVC-Aircraft,1024,683,1.499,683,RGB
FGVC-Aircraft,1024,712,1.438,712,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,530,1.509,530,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,862,1.392,862,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,665,1.54,665,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,768,1.333,768,RGB
FGVC-Aircraft,900,552,1.63,552,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,777,1.544,777,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,723,1.416,723,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1041,689,1.511,689,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,708,1.446,708,RGB
FGVC-Aircraft,1200,716,1.676,716,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,718,1.426,718,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1204,815,1.477,815,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,673,1.634,673,RGB
FGVC-Aircraft,1200,901,1.332,901,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,719,1.424,719,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1300,895,1.453,895,RGB
FGVC-Aircraft,1000,728,1.374,728,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,722,1.418,722,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,671,1.526,671,RGB
FGVC-Aircraft,1200,811,1.48,811,RGB
FGVC-Aircraft,1200,843,1.423,843,RGB
FGVC-Aircraft,1024,708,1.446,708,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,815,1.472,815,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,750,1.365,750,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1230,650,1.892,650,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1590,1072,1.483,1072,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,842,1.425,842,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1024,713,1.436,713,RGB
FGVC-Aircraft,1050,740,1.419,740,RGB
FGVC-Aircraft,1600,1074,1.49,1074,RGB
FGVC-Aircraft,1020,737,1.384,737,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1600,1027,1.558,1027,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,837,1.314,837,RGB
FGVC-Aircraft,1024,716,1.43,716,RGB
FGVC-Aircraft,1200,837,1.434,837,RGB
FGVC-Aircraft,1200,842,1.425,842,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,712,1.438,712,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1300,905,1.436,905,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1600,1100,1.455,1100,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,703,1.494,703,RGB
FGVC-Aircraft,1485,1002,1.482,1002,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1540,1039,1.482,1039,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1020,648,1.574,648,RGB
FGVC-Aircraft,1050,746,1.408,746,RGB
FGVC-Aircraft,1024,710,1.442,710,RGB
FGVC-Aircraft,1024,700,1.463,700,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1390,939,1.48,939,RGB
FGVC-Aircraft,800,479,1.67,479,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,510,1.569,510,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,766,1.337,766,RGB
FGVC-Aircraft,1050,773,1.358,773,RGB
FGVC-Aircraft,900,621,1.449,621,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,763,1.342,763,RGB
FGVC-Aircraft,1024,667,1.535,667,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1100,788,1.396,788,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,692,1.48,692,RGB
FGVC-Aircraft,1050,800,1.312,800,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1013,685,1.479,685,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1600,1085,1.475,1085,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,670,1.493,670,RGB
